Clinic Name,Website,Website_Status,Website_Link,Crawled_URL,Page_Title,Word_Count,Crawl_Status,Saved_Text_File
Fresh Pond PT – Lefrak City,freshpondpt.com,LIVE,https://freshpondpt.com/locations/elmhurst/,https://freshpondpt.com/locations/elmhurst/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Fresh_Pond_PT_Lefrak_City.txt
Energize Physical Therapy,energizept.net,LIVE,https://www.energizept.net/,https://www.energizept.net/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Energize_Physical_Therapy.txt
North Coast Physical Therapy & Rehabilitation,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\North_Coast_Physical_Therapy_Rehabilitation.txt
StarPro Physical & Hand Therapy – W 52nd St,starpropt.com,LIVE,https://starpropt.com/office/w-52nd-street/,https://starpropt.com/office/w-52nd-street/,StarPro Physical & Hand Therapy Clinic | Manhattan West 52nd St,3256,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_Hand_Therapy_W_52nd_St.txt
StarPro Physical Therapy – Midtown (E 52nd St),starpropt.com,LIVE,https://starpropt.com/office/midtown/,https://starpropt.com/office/midtown/,StarPro Physical Therapy Clinic | Manhattan Midtown East NYC,3242,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_Therapy_Midtown_E_52nd_St.txt
StarPro Physical Therapy – Sutton Place,starpropt.com,LIVE,https://starpropt.com/office/sutton-place/,https://starpropt.com/office/sutton-place/,StarPro Physical Therapy Clinic | Manhattan Sutton Place NYC,2924,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_Therapy_Sutton_Place.txt
Corona Physical Therapy,39thavephysicaltherapy.com,LIVE,https://39thavephysicaltherapy.com,https://39thavephysicaltherapy.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Corona_Physical_Therapy.txt
39th Avenue Physical Therapy,39thavephysicaltherapy.com,LIVE,https://39thavephysicaltherapy.com,https://39thavephysicaltherapy.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\39th_Avenue_Physical_Therapy.txt
Within Normal Limits Physical Therapy | Corona,withinnormallimitspt.com,LIVE,https://withinnormallimitspt.com,https://withinnormallimitspt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Within_Normal_Limits_Physical_Therapy_Corona.txt
"Synergy Physical Therapy & Chiropractic, PLLC",coronaqueensptchiro.com,LIVE,https://www.coronaqueensptchiro.com,https://www.coronaqueensptchiro.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Synergy_Physical_Therapy_Chiropractic_PLLC.txt
FACHIROPT CORONA Fulton Ave Chiropractic & Physical Therapy,fachiropt.com,LIVE,https://www.fachiropt.com,https://www.fachiropt.com,Fulton Avenue Chiropractic & Physical Therapy,3020,OK,C:\Users\COB\Downloads\competitor\scraped_texts\FACHIROPT_CORONA_Fulton_Ave_Chiropractic_Physical_Therapy.txt
"Theradynamics Physical & Occupational Therapy - Tribeca, NY",theradynamics.com,LIVE,https://theradynamics.com/locations/,https://theradynamics.com/locations/,Locations | Physical Therapist | Theradynamics,764,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Tribeca_NY.txt
StarPro Physical Therapy - City Hall NY,starpropt.com,LIVE,,https://starpropt.com,StarPro Physical Therapy | Challenging Limits to Transform Lives,1169,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_Therapy_-_City_Hall_NY.txt
"1st Class Physical Therapy, PC",1stclasspt.com,LIVE,https://www.1stclasspt.com/manhattan-office,https://www.1stclasspt.com/manhattan-office,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\1st_Class_Physical_Therapy_PC.txt
"Theradynamics Physical & Occupational Therapy - Bedford-Stuyvesant, NY",theradynamics.com,LIVE,https://theradynamics.com,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Bedford-Stuyvesant_NY.txt
Hands of Hope — Bedford-Stuyvesant,handsofhopeny.com,LIVE,https://handsofhopeny.com,https://handsofhopeny.com,Comprehensive Physical Therapy in NY & GA - Hands of Hope PT,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Bedford-Stuyvesant_2.txt
JAG Physical Therapy,jagpt.com,LIVE,https://www.jagpt.com/physical-therapy-clinics/ny/bed-stuy/,https://www.jagpt.com/physical-therapy-clinics/ny/bed-stuy/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy.txt
Hands of Hope — Crown Heights,handsofhopeny.com,LIVE,https://handsofhopeny.com,https://handsofhopeny.com,Comprehensive Physical Therapy in NY & GA - Hands of Hope PT,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Crown_Heights_2.txt
"Quantum Physical Therapy & Chiropractic Care, PLLC",quantumchiropt.com,LIVE,https://quantumchiropt.com,https://quantumchiropt.com,New York Physical Therapy and Chiropractor | Quantum Medical,1433,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Quantum_Physical_Therapy_Chiropractic_Care_PLLC.txt
Evolve Physical Therapy & Performance - Upper East Side,evolveptnyc.com,LIVE,https://evolveptnyc.com,https://evolveptnyc.com,Evolve Physical Therapy & Performance,3856,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Evolve_Physical_Therapy_Performance_-_Upper_East_Side.txt
H&D Physical Therapy - Upper East Side,hdphysicaltherapy.com,LIVE,https://www.hdphysicaltherapy.com/,https://www.hdphysicaltherapy.com/,Experienced Physical Therapists in NYC | H&D Physical Therapy,1427,OK,C:\Users\COB\Downloads\competitor\scraped_texts\HD_Physical_Therapy_-_Upper_East_Side.txt
Ivy Rehab — UES,ivyrehab.com,LIVE,https://ivyrehab.com/physical-therapy-location/new-york-upper-east-side/,https://ivyrehab.com/physical-therapy-location/new-york-upper-east-side/,"Physical Therapy in New York, NY | Ivy Rehab",3129,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Ivy_Rehab_UES.txt
ESR Physical Therapy - Upper East Side,eastsidept.com,LIVE,https://eastsidept.com/,https://eastsidept.com/,Home - Upper East Side Physical Therapy,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\ESR_Physical_Therapy_-_Upper_East_Side.txt
JAG Physical Therapy,jagpt.com,LIVE,https://www.jagpt.com/physical-therapy-clinics/ny/upper-east-side/,https://www.jagpt.com/physical-therapy-clinics/ny/upper-east-side/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_2.txt
Recovery Physical Therapy- Upper East Side,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Recovery_Physical_Therapy-_Upper_East_Side.txt
Sheepshead Bay Chiropractic & Physical Therapy & Acupuncture & Podiatry,,NO WEBSITE,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Sheepshead_Bay_Chiropractic_Physical_Therapy_Acupuncture_Podiatry.txt
"Back 2 Shape Physical Therapy & Occupational Therapy, PLLC",,NO WEBSITE,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Back_2_Shape_Physical_Therapy_Occupational_Therapy_PLLC.txt
Advanced Physical Therapy of New York,advancedptny.com,LIVE,https://advancedptny.com,https://advancedptny.com,Advanced Physical Therapy of New York - Expert Care for Pain Relief,367,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Advanced_Physical_Therapy_of_New_York.txt
"American Manual Therapy, Integrated Rehab & Physical Therapy",integratedrehabandphysicaltherapy.com,LIVE,https://integratedrehabandphysicaltherapy.com/,https://integratedrehabandphysicaltherapy.com/,Integrated Rehab and Physical Therapy P.C.,1158,OK,C:\Users\COB\Downloads\competitor\scraped_texts\American_Manual_Therapy_Integrated_Rehab_Physical_Therapy.txt
New York Therapy and Wellness - Physical and Occupational Therapy,nytherapyandwellness.com,LIVE,http://nytherapyandwellness.com/,http://nytherapyandwellness.com/,nytherapyandwellness,244,OK,C:\Users\COB\Downloads\competitor\scraped_texts\New_York_Therapy_and_Wellness_-_Physical_and_Occupational_Therapy.txt
MedBar Greenpoint: Physical Therapy & Chiropractic Care,med-bar.com,LIVE,https://med-bar.com,https://med-bar.com,MedBar Greenpoint,1398,OK,C:\Users\COB\Downloads\competitor\scraped_texts\MedBar_Greenpoint_Physical_Therapy_Chiropractic_Care.txt
JAG Physical Therapy,jagpt.com,LIVE,https://www.jagpt.com/physical-therapy-clinics/ny/greenpoint/,https://www.jagpt.com/physical-therapy-clinics/ny/greenpoint/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_3.txt
Allcare Physical Therapy Brooklyn,allcarept.com,LIVE,https://allcarept.com,https://allcarept.com,Physical Therapy Brooklyn NY | Allcare Physical Therapy Clinic,2650,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Allcare_Physical_Therapy_Brooklyn.txt
Peak Physical Therapy of Brooklyn,peakphysicaltherapyofbrooklyn.com,LIVE,https://peakphysicaltherapyofbrooklyn.com/,https://peakphysicaltherapyofbrooklyn.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Peak_Physical_Therapy_of_Brooklyn.txt
Wellness Care Physical Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Wellness_Care_Physical_Therapy.txt
"Remsen Ave P.T, P.C",remsenptpc.com,,https://www.remsenptpc.com/,https://www.remsenptpc.com/,"Remsen Ave P.T P.C | Physical therapy | 5205 Church Avenue, Brooklyn, NY, USA",3072,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Remsen_Ave_PT_PC.txt
Physical Medicine & Rehabilitation Of Ny P.C.,pmrofny.com,,https://www.pmrofny.com/home/drkalter/,https://www.pmrofny.com/home/drkalter/,Kalter Physical Medicine & Rehabilitation,436,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Physical_Medicine_Rehabilitation_Of_Ny_PC.txt
Uptown Rehabilitation PT,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Uptown_Rehabilitation_PT.txt
Theradynamics — Harlem (St Nicholas),theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Harlem_St_Nicholas.txt
"Theradynamics Physical & Occupational Therapy - Harlem, NY",theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Harlem_NY.txt
Excellence Rehab Powered By Theradynamics Physical & Occupational Therapy,theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Excellence_Rehab_Powered_By_Theradynamics_Physical_Occupational_Therapy.txt
"Theradynamics Physical & Occupational Therapy - East Harlem, NY",theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_East_Harlem_NY.txt
"Theradynamics Physical & Occupational Therapy - Hamilton Heights, NY",theradynamics.com,LIVE,https://theradynamics.com,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Hamilton_Heights_NY.txt
Jamaica Physical Therapy and Occupational Therapy PLLC,jamaicaphysicaltherapy.com,LIVE,https://jamaicaphysicaltherapy.com,https://jamaicaphysicaltherapy.com,Home,154,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Jamaica_Physical_Therapy_and_Occupational_Therapy_PLLC.txt
Hollis Physical Therapy PC,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Hollis_Physical_Therapy_PC.txt
All Hands On Physical Therapy,allhandsonphysicaltherapy.com,NO WEBSITE,https://allhandsonphysicaltherapy.com,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\All_Hands_On_Physical_Therapy.txt
Lenox Hill Massage and Physical Therapy,lenoxhillpt.com,,https://www.lenoxhillpt.com/,https://www.lenoxhillpt.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Lenox_Hill_Massage_and_Physical_Therapy.txt
Core Strength NYC,corestrengthnyc.com,,https://www.corestrengthnyc.com/,https://www.corestrengthnyc.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Core_Strength_NYC.txt
Nicholas Institute of Sports Medicine and Athletic Trauma (NISMAT),nismat.org,,https://nismat.org/,https://nismat.org/,The Nicholas Institute of Sports Medicine and Athletic Trauma – NISMAT offers comprehensive sports medicine references and information for practitioners and athletes of all levels,1071,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Nicholas_Institute_of_Sports_Medicine_and_Athletic_Trauma_NISMAT.txt
Back Into Balance Physical Therapy,backintobalancept.com,,https://www.backintobalancept.com/,https://www.backintobalancept.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Back_Into_Balance_Physical_Therapy_2.txt
Cynergy Physical Therapy - Chelsea,cynergypt.com,LIVE,https://www.cynergypt.com/,https://www.cynergypt.com/,Cynergy Physical Therapy – Physical and Occupational Therapy in New York City,21743,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Cynergy_Physical_Therapy_-_Chelsea.txt
Optum Physical Therapy - Chelsea,optum.com,LIVE,https://optum.com,https://optum.com,"Optum - All Your Health Needs, All in One Place",1118,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Optum_Physical_Therapy_-_Chelsea.txt
Get On Physical Therapy,getonpt.com,,https://www.getonpt.com/,https://www.getonpt.com/,Partner Hub,0,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Get_On_Physical_Therapy.txt
StarPro Physical and Hand Therapy - Chelsea NY,starpropt.com,LIVE,,https://starpropt.com,StarPro Physical Therapy | Challenging Limits to Transform Lives,1169,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_and_Hand_Therapy_-_Chelsea_NY.txt
Yeah health and wellness (physical therapy and acupuncture),,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Yeah_health_and_wellness_physical_therapy_and_acupuncture.txt
Prestige Health and Wellness - Chelsea,prestigehealthwellness.com,,https://www.prestigehealthwellness.com/locations/chelsea/,https://www.prestigehealthwellness.com/locations/chelsea/,Prestige Health and Wellness Chelsea | Chiropractors NYC,6400,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Prestige_Health_and_Wellness_-_Chelsea.txt
Ivy Rehab HSS Physical Therapy Center of Excellence,ivyrehab.com,LIVE,https://ivyrehab.com,https://ivyrehab.com,Ivy Rehab | Comprehensive Network of Physical Therapy Clinics,2454,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Ivy_Rehab_HSS_Physical_Therapy_Center_of_Excellence.txt
MOTION Sports Medicine - Brooklyn Heights,motionptg.com,LIVE,https://motionptg.com,https://motionptg.com,"Physical, Occupational, & Speech Therapy - MOTION",2219,OK,C:\Users\COB\Downloads\competitor\scraped_texts\MOTION_Sports_Medicine_-_Brooklyn_Heights.txt
Hands-On Physical Therapy - Astoria,handsonpt.org,LIVE,https://handsonpt.org,https://handsonpt.org,Hands-On Physical Therapy Clinic in Astoria NY,3164,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands-On_Physical_Therapy_-_Astoria.txt
Hands of Hope — Astoria,handsofhopeny.com,LIVE,,https://handsofhopeny.com,Comprehensive Physical Therapy in NY & GA - Hands of Hope PT,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Astoria.txt
Northwell STARS Rehabilitation at Astoria,,LIVE,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Northwell_STARS_Rehabilitation_at_Astoria.txt
Astoria Physical Therapy Rehabilitation,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Astoria_Physical_Therapy_Rehabilitation.txt
Polaris Physical Therapy PLLC (Astoria),polarisphysicaltherapy.com,LIVE,https://polarisphysicaltherapy.com,https://polarisphysicaltherapy.com,Polaris-Physical-Therapy,2239,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Polaris_Physical_Therapy_PLLC_Astoria.txt
MOTION Sports Medicine | Astoria - Crescent,motionptg.com,LIVE,,https://motionptg.com,"Physical, Occupational, & Speech Therapy - MOTION",2219,OK,C:\Users\COB\Downloads\competitor\scraped_texts\MOTION_Sports_Medicine_Astoria_-_Crescent.txt
JAG Physical Therapy,jagpt.com,LIVE,,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_4.txt
StarPro Physical and Hand Therapy - West 52nd St. NY,starpropt.com,LIVE,,https://starpropt.com,StarPro Physical Therapy | Challenging Limits to Transform Lives,1169,OK,C:\Users\COB\Downloads\competitor\scraped_texts\StarPro_Physical_and_Hand_Therapy_-_West_52nd_St_NY.txt
Peak Dynamics Physical Therapy & Wellness,peakdynamicspt.com,LIVE,https://peakdynamicspt.com,https://peakdynamicspt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Peak_Dynamics_Physical_Therapy_Wellness.txt
43rd St. Physical Medicine & Rehabilitation,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\43rd_St_Physical_Medicine_Rehabilitation.txt
"Century Medical Physical Therapy | Manhattan, Midtown",,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Century_Medical_Physical_Therapy_Manhattan_Midtown.txt
Health SOS Physical and Occupational Therapy,healthsos.com,,https://healthsos.com/,https://healthsos.com/,Home,46,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Health_SOS_Physical_and_Occupational_Therapy.txt
Riverdale Sports Physical Therapy,riverdalesportspt.com,LIVE,https://riverdalesportspt.com,https://riverdalesportspt.com,Riverdale Sports Physical Therapy  – PT in Riverdale NY,1245,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Riverdale_Sports_Physical_Therapy_2.txt
Professional Physical Therapy - North Riverdale NY,professionalpt.com,LIVE,https://professionalpt.com,https://professionalpt.com,Professional Physical Therapy | Challenging Limits to Transform Lives,3603,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Professional_Physical_Therapy_-_North_Riverdale_NY.txt
Rehabilitation Associates of Riverdale Medicine,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Rehabilitation_Associates_of_Riverdale_Medicine_2.txt
Theradynamics — Riverdale,theradynamics.com,LIVE,https://theradynamics.com,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Riverdale_2.txt
"Theradynamics Physical & Occupational Therapy - Norwood, NY",theradynamics.com,LIVE,,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Norwood_NY.txt
Pelham Physical Medicine Inc,pelhampm.com,,https://www.pelhampm.com/,https://www.pelhampm.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Pelham_Physical_Medicine_Inc.txt
Hands-On Physical Therapy - Allerton,handsonpt.org,LIVE,https://handsonpt.org,https://handsonpt.org,Hands-On Physical Therapy Clinic in Astoria NY,3164,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands-On_Physical_Therapy_-_Allerton.txt
"Theradynamics Physical & Occupational Therapy - Bronx, NY",theradynamics.com,LIVE,https://theradynamics.com,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_Physical_Occupational_Therapy_-_Bronx_NY.txt
Pro Form PT — University Ave (Bronx),proformphysicaltherapypc.com,LIVE,https://proformphysicaltherapypc.com,https://proformphysicaltherapypc.com,Physical Therapy | Pro Form Physical therapy P.C. | United States,3335,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Pro_Form_PT_University_Ave_Bronx_2.txt
NYC Physical Therapy,nycptherapy.com,,https://www.nycptherapy.com/,https://www.nycptherapy.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\NYC_Physical_Therapy.txt
GB Physical Therapy PC,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\GB_Physical_Therapy_PC.txt
"Holsman Physical Therapy Home Therapy PT LLC - Bronx, NY",holsmanpt.com,,https://www.holsmanpt.com/,https://www.holsmanpt.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Holsman_Physical_Therapy_Home_Therapy_PT_LLC_-_Bronx_NY.txt
OM Physical Therapy,omptny.com,,https://www.omptny.com/,https://www.omptny.com/,Orthopedic Movement Physical Therapy | counterstrain new york,2661,OK,C:\Users\COB\Downloads\competitor\scraped_texts\OM_Physical_Therapy.txt
Bronx Physical Therapy And Rehabilitation,bxptrehab.com,NO WEBSITE,https://bxptrehab.com,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Bronx_Physical_Therapy_And_Rehabilitation.txt
MOTION Sports Medicine - Hutchinson Metro Center,motionptg.com,LIVE,,https://motionptg.com,"Physical, Occupational, & Speech Therapy - MOTION",2219,OK,C:\Users\COB\Downloads\competitor\scraped_texts\MOTION_Sports_Medicine_-_Hutchinson_Metro_Center.txt
Hands of Hope — Clinton Hill,handsofhopeny.com,LIVE,,https://handsofhopeny.com,Comprehensive Physical Therapy in NY & GA - Hands of Hope PT,2984,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Clinton_Hill.txt
"Good Reps Physical Therapy, PC",goodrepspt.com,,https://www.goodrepspt.com/,https://www.goodrepspt.com/,Good Reps Physical Therapy | Brooklyn,347,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Good_Reps_Physical_Therapy_PC.txt
Theradynamics PT — Inwood,theradynamics.com,LIVE,https://theradynamics.com,https://theradynamics.com,Get Back To Life! with Theradynamics Physical & Occupational Therapy,372,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Theradynamics_PT_Inwood_2.txt
High Level Care Community Physical Therapy Rehab PT PC,highlevelcarept.com,LIVE,https://highlevelcarept.com,https://highlevelcarept.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\High_Level_Care_Community_Physical_Therapy_Rehab_PT_PC.txt
Lawrence Shapiro Pt,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Lawrence_Shapiro_Pt.txt
Hands on Rehabilitation Center,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_on_Rehabilitation_Center.txt
Quantum PT — Inwood,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Quantum_PT_Inwood_2.txt
Therapycare Physical therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\Therapycare_Physical_therapy.txt
Professional Physical Therapy - Marine Park NY,professionalpt.com,LIVE,,https://professionalpt.com,Professional Physical Therapy | Challenging Limits to Transform Lives,3603,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Professional_Physical_Therapy_-_Marine_Park_NY.txt
Ivy Rehab — Ditmas Park,ivyrehab.com,LIVE,,https://ivyrehab.com,Ivy Rehab | Comprehensive Network of Physical Therapy Clinics,2454,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Ivy_Rehab_Ditmas_Park.txt
Hands of Hope — Flatbush,handsofhopeny.com,LIVE,https://handsofhopeny.com/physical-therapy-clinic/flatbush-brooklyn-ny/,https://handsofhopeny.com/physical-therapy-clinic/flatbush-brooklyn-ny/,"Physical Therapy & Pain Management Flatbush, NY | Hands of Hope",2403,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Hands_of_Hope_Flatbush_2.txt
NJS Physical Medicine,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\NJS_Physical_Medicine.txt
MOTION Sports Medicine - Ditmas Park,motionptg.com,LIVE,,https://motionptg.com,"Physical, Occupational, & Speech Therapy - MOTION",2219,OK,C:\Users\COB\Downloads\competitor\scraped_texts\MOTION_Sports_Medicine_-_Ditmas_Park.txt
JAG Physical Therapy,jagpt.com,LIVE,,https://jagpt.com,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\JAG_Physical_Therapy_5.txt
Park Sports Physical Therapy,parksportspt.com,LIVE,https://parksportspt.com/,https://parksportspt.com/,,0,"STEALTH_ERROR: It looks like you are using Playwright Sync API inside the asyncio loop.
Please use the Async API instead.",C:\Users\COB\Downloads\competitor\scraped_texts\Park_Sports_Physical_Therapy_2.txt
The Game Plan Physical Therapy,,,,,,0,SKIPPED_NO_URL,C:\Users\COB\Downloads\competitor\scraped_texts\The_Game_Plan_Physical_Therapy.txt
Mindful Motion Physical Therapy BUSHWICK,mimophysicaltherapy.com,LIVE,https://mimophysicaltherapy.com,https://mimophysicaltherapy.com,Mindful Motion Physical Therapy,1585,OK,C:\Users\COB\Downloads\competitor\scraped_texts\Mindful_Motion_Physical_Therapy_BUSHWICK.txt
